['Mascot', 'Scaffold'];['Mascot (Ion Score Only)', 'Scaffold', 'X! Tandem'];['AS_mascot_server', 'AS_mascot_parser'];['Mascot', 'Scaffold', 'X! Tandem'];['Tandem2mzid_2017-01-10 00-18-54', 'Tandem2mzid_2017-01-10 00-38-13', 'ID_software', 'Tandem2mzid_2017-01-10 00-50-48', 'Tandem2mzid_2017-01-10 00-42-33', 'Tandem2mzid_2017-01-10 00-38-36', 'CombineSearchEngines_2017-01-17 20-49-42', 'ThresholdMzid_2017-03-18 09-52-43', 'AddGenomeCoordinatesForPeptides_2017-03-20 18-21-33'];['SEQUEST', 'ProtDisc'];['Mascot (Ion Score Only)', 'Scaffold'];['Scaffold', 'Sequest (XCorr Only)']
8;1;10;2;1;1;1;1
