['PEAKS:peptideScore'];['MS-GF:RawScore', 'MS-GF:DeNovoScore', 'MS-GF:SpecEValue', 'MS-GF:EValue', 'MS-GF:QValue', 'MS-GF:PepQValue'];['frag: b ion', 'frag: y ion', 'PeptideShaker PSM score', 'PeptideShaker PSM confidence', 'MS-GF:SpecEValue', 'theoretical mass', 'PeptideShaker PSM confidence type'];['Scaffold:Peptide Probability', 'Mascot:score', 'Mascot:identity threshold'];['Mascot:score', 'Mascot:expectation value', 'peptide unique to one protein'];['Scaffold:Peptide Probability', 'Mascot:score', 'Mascot:identity threshold', 'X\\!Tandem:expect'];['Scaffold:Peptide Probability', 'Sequest:xcorr', 'Sequest:deltacn', 'Sequest:PeptideSp', 'Sequest:PeptideRankSp']
2;13;1;3;3;1;2
