['Scaffold:Peptide Probability', 'Mascot:score', 'Mascot:identity threshold'];['Scaffold:Peptide Probability', 'Mascot:score', 'Mascot:identity threshold', 'Scaffold:Peptide Probability', 'Mascot:score', 'Mascot:identity threshold'];['Mascot:score', 'Mascot:expectation value', 'peptide shared in multiple proteins'];['Scaffold:Peptide Probability', 'Sequest:xcorr', 'Sequest:deltacn', 'Sequest:PeptideSp', 'Sequest:PeptideRankSp', 'Mascot:score', 'Mascot:identity threshold', 'X\\!Tandem:expect'];['Mascot:score', 'Mascot:expectation value', 'peptide unique to one protein'];['Mascot:score', 'Mascot:expectation value', 'peptide unique to one protein', 'Mascot:score', 'Mascot:expectation value', 'peptide unique to one protein', 'Mascot:score', 'Mascot:expectation value', 'peptide unique to one protein'];['MS-GF:RawScore', 'MS-GF:DeNovoScore', 'MS-GF:SpecEValue', 'MS-GF:EValue', 'MS-GF:QValue', 'MS-GF:PepQValue'];['frag: y ion', 'Mascot:score', 'Mascot:expectation value', 'peptide unique to one protein'];['PEAKS:peptideScore']
2;3;1;1;6;1;2;1;8
