['ANALYSIS_SOFTWARE_PEAKS_1'];['ID_software'];['Mascot', 'Scaffold'];['AS_mascot_server', 'AS_mascot_parser'];['Mascot', 'Scaffold', 'X! Tandem'];['Scaffold', 'Sequest']
2;14;3;3;1;2
