['AS_mascot_server', 'AS_mascot_parser'];['ID_software'];['Mascot', 'Scaffold'];['Scaffold', 'Sequest', 'X! Tandem'];['Sequest HT', 'ProtDisc'];['Proteome Discoverer'];['ANALYSIS_SOFTWARE_PEAKS_1'];['Scaffold', 'Sequest'];['MS-Amanda Proteome Discoverer', 'Mascot', 'Scaffold', 'Sequest', 'X! Tandem'];['SOF_11720257691745230460', 'SOF_12064668457161176698']
6;3;5;1;2;1;3;1;2;1
