['Mascot', 'Scaffold'];['Mascot', 'Scaffold', 'X! Tandem'];['AS_mascot_server', 'AS_mascot_parser'];['Mascot', 'Scaffold', 'Sequest', 'X! Tandem'];['ID_software'];['ANALYSIS_SOFTWARE_PEAKS_1']
4;1;9;1;2;8
