['Mascot', 'ProtDisc'];['AS_mascot_server', 'AS_mascot_parser'];['Scaffold', 'Sequest'];['ProteinPilot Software', 'Scaffold'];['SOF_12323841087703569952', 'SOF_10402240677476517775'];['Mascot', 'Scaffold', 'X! Tandem'];['Proteome Discoverer'];['Protein Pilot', 'Scaffold'];['AnalysisSoftware_Progenesis_QI_for_proteomics', 'AS_mascot_server'];['ID_software'];['ANALYSIS_SOFTWARE_PEAKS_1'];['Mascot', 'Scaffold'];['IdentityE', 'Scaffold']
3;5;1;1;1;2;2;1;1;2;2;3;1
